Bear Gulch Alambique Meadow and Madrone Trail Loop,Wunderlich County Park,United States,Woodside,California,10,2,37.4109,-122.261,9173.24,-842150451,-842150451,2368,0,2,1,400.812
Bay Area Ridge Trail: Boccardo Trail Corridor,Sierra Vista Open Space Preserve,United States,San Jose,California,34,2,37.4088,-121.801,6276.43,-842150451,-842150451,2048,0,2,1,300.838
Creek Trail to Black Mountain Loop,Rancho San Antonio County Park,United States,Los Altos,California,18,1,37.3502,-122.161,13840.3,-842150451,-842150451,6144,2,2,1,760.781
Jones Manzanita Wolverine Loop Trail,St. Joseph's Hill Open Space Preserve,United States,Los Gatos,California,16,1,37.2002,-121.987,5149.89,-842150451,-842150451,6144,0,2,1,214.884
Uvas Canyon Waterfalls,Uvas Canyon County Park,United States,Morgan Hill,California,236,1,37.0845,-121.793,6437.36,-842150451,-842150451,6496,2,2,2,304.8
Creeping Forest Trail,Big Basin Redwoods State Park,United States,Boulder Creek,California,27,2,37.1767,-122.222,2735.88,-842150451,-842150451,2416,0,2,1,133.807
Lane Trail Camp,Big Basin Redwoods State Park,United States,Riverside Grove,California,16,3,37.173,-122.222,19955.8,-842150451,-842150451,6400,0,2,1,629.717
Bear Gulch and Alambique Trail,Wunderlich County Park,United States,Woodside,California,23,2,37.4105,-122.261,6920.16,-842150451,-842150451,6144,0,2,1,312.725
Flume Trail,St. Joseph's Hill Open Space Preserve,United States,Los Gatos,California,8,2,37.2151,-121.985,3057.75,-842150451,-842150451,6464,2,2,1,120.701
Purisma Creek Trail to Craig Britton Trail,Purisima Creek Redwoods Open Space Preserve,United States,Redwood City,California,11,1,37.4296,-122.313,5632.69,-842150451,-842150451,6400,0,1,1,333.756
Los Trancos Loop Trail,Los Trancos Preserve,United States,Los Altos,California,12,1,37.3261,-122.18,4345.22,-842150451,-842150451,6400,2,2,1,137.77
Lafayette-Moraga Regional Trail via Moraga,,United States,Moraga,California,26,1,37.8354,-122.131,20116.8,-842150451,-842150451,6146,2,1,1,198.73
Año Nuevo-Goat Hill Trail Loop,Butano State Park,United States,Pescadero,California,18,2,37.2017,-122.339,5954.56,-842150451,-842150451,4416,2,2,1,293.827
Coit Lake Loop Trail,Henry W. Coe State Park,United States,Gilroy,California,8,2,37.076,-121.467,35244.5,-842150451,-842150451,6208,0,2,1,1389.89
Rancho Canada Del Oro via Serpentine Loop Trail,Rancho Cañada del Oro Open Space Preserve,United States,San Jose,California,10,2,37.1477,-121.775,10299.8,-842150451,-842150451,6144,0,2,1,355.702
Balconies Trail ,Pinnacles National Park,United States,Paicines,California,51,2,36.4912,-121.209,13035.7,-842150451,-842150451,2176,0,2,1,590.702
Loma Prieta Grade Small Loop,The Forest of Nisene Marks State Park,United States,Aptos,California,15,1,36.9857,-121.904,9495.11,-842150451,-842150451,6464,2,2,1,84.7344
Bay to Breakers Course Route,,United States,San Francisco,California,8,2,37.7906,-122.393,12070,-842150451,-842150451,2049,2,3,1,111.862
Castle Rock Nature Trail,Castle Rock State Park,United States,Los Gatos,California,7,1,37.2305,-122.096,1609.34,-842150451,-842150451,4544,2,2,1,57.912
Golden Gate Park Trail,Golden Gate Park,United States,San Francisco,California,78,1,37.7664,-122.466,9816.97,-842150451,-842150451,264,2,2,1,106.985
De La Veaga Loop,,United States,Orinda,California,12,2,37.8807,-122.188,10460.7,-842150451,-842150451,6144,0,2,1,564.794
Golden Spike Tate Orchard and Bridle Loop,Redwood Regional Park,United States,Oakland,California,8,2,37.799,-122.154,6276.43,-842150451,-842150451,6464,2,2,1,252.984
Stow Lake Trail,Golden Gate Park,United States,San Francisco,California,52,1,37.7705,-122.477,1770.27,-842150451,-842150451,40,2,2,1,41.7576
Monument Peak Loop,Mission Peak Regional Preserve,United States,Fremont,California,15,3,37.5277,-121.915,23818.2,-842150451,-842150451,6144,2,2,1,1289
Gerbode Valley Loop,Golden Gate National Recreation Area,United States,Sausalito,California,65,2,37.8325,-122.527,9816.97,-842150451,-842150451,6145,0,2,1,328.879
Indian Joe Nature Indian Joe Creek Cave Rocks Road High Valley Road Flag Hill Road Flag Hill Trails,Sunol Regional Wilderness,United States,Sunol,California,23,2,37.5155,-121.831,6759.23,-842150451,-842150451,6144,0,2,1,317.906
Pirates Cove via Tennessee Valley Trail,Golden Gate National Recreation Area,United States,Mill Valley,California,10,2,37.8606,-122.536,7402.96,-842150451,-842150451,6209,0,1,1,320.954
Arastradero Lake Via Juan Batista de Anza and Wild Rye Trails,Arastradero Preserve,United States,Palo Alto,California,17,2,37.3871,-122.174,2414.01,-842150451,-842150451,2312,2,2,1,41.7576
Mount Umunhum,Sierra Azul Open Space Preserve,United States,New Almaden,California,213,2,37.1595,-121.876,12391.9,-842150451,-842150451,2116,0,1,1,361.798
Briones Crest Trail and Valley Loop Trail,Briones Regional Park,United States,Martinez,California,57,2,37.9269,-122.156,10943.5,-842150451,-842150451,6464,2,2,1,360.883
Portola Trail,Pescadero Creek County Park,United States,La Honda,California,6,2,37.2445,-122.215,3701.48,-842150451,-842150451,4368,2,1,1,146.914
Mission Peak and the Memory Tree,Old Mission Park,United States,Fremont,California,11,3,37.5272,-121.912,24301,-842150451,-842150451,6144,0,1,1,1212.8
Eagle Peak Loop,Mount Diablo State Park,United States,Clayton,California,143,3,37.9204,-121.942,12231,-842150451,-842150451,6208,0,2,1,669.95
Briones Reservoir Loop Trail,Briones Reservoir,United States,Lafayette,California,46,3,37.9132,-122.202,21726.1,-842150451,-842150451,6472,0,2,1,650.748
Rincon Fire Road Trail,Henry Cowell Redwoods State Park,United States,Santa Cruz,California,7,2,37.0123,-122.054,6276.43,-842150451,-842150451,2320,0,1,1,248.717
Picnic Rock via Heathcliff Fire Road Loop,Old Saint Hilary's Open Space Preserve,United States,Belvedere-Tiburon,California,8,1,37.8877,-122.456,2414.01,-842150451,-842150451,6144,2,2,1,47.8536
San Pedro Valley Park Trail,San Pedro Valley County Park,United States,Pacifica,California,25,2,37.578,-122.476,15127.8,-842150451,-842150451,6144,0,2,1,733.958
Rio Del Mar Trail,Manresa State Beach,United States,Aptos,California,8,1,36.9496,-121.875,9656.04,-842150451,-842150451,2049,2,1,1,194.767
San Pablo Ridge Mezue Belgium and Wildcat Creek Loop via Clark Boas Trail,Wildcat Canyon Regional Park,United States,El Sobrante,California,8,3,37.9624,-122.302,10460.7,-842150451,-842150451,2112,2,2,1,498.958
Batteries to Bluffs Trail,Presidio of San Francisco,United States,San Francisco,California,141,1,37.8049,-122.477,3540.55,-842150451,-842150451,6145,2,2,1,136.855
Pescadero Creek Trail,Pescadero Creek County Park,United States,Loma Mar,California,11,2,37.2737,-122.285,26554.1,-842150451,-842150451,6464,0,1,1,406.908
Mindego Hill,Russian Ridge Open Space Preserve,United States,La Honda,California,8,2,37.3082,-122.198,7724.83,-842150451,-842150451,6400,0,1,1,309.982
Seaview and Big Springs Trails Loop,Tilden Regional Park,United States,Berkeley,California,568,2,37.9006,-122.25,6920.16,-842150451,-842150451,6400,2,2,2,299.923
Garin Peak,Garin Regional Park,United States,Hayward,California,16,2,37.6297,-122.029,5310.82,-842150451,-842150451,6208,2,2,1,183.794
6 Peaks Loop,Mount Diablo State Park,United States,Clayton,California,30,3,37.9221,-121.927,26232.2,-842150451,-842150451,6484,0,2,1,1405.74
Wood Road Castillero Trail Mine Trail Loop,Almaden Quicksilver County Park,United States,New Almaden,California,7,1,37.1753,-121.862,7885.77,-842150451,-842150451,6144,0,2,1,238.963
Graham Trail,Redwood Regional Park,United States,Oakland,California,4,1,37.8056,-122.178,4506.15,-842150451,-842150451,6144,0,1,1,145.999
Ox Road Trail to Garden of Eden,Henry Cowell Redwoods State Park,United States,Felton,California,27,1,37.0309,-122.063,2414.01,-842150451,-842150451,6488,2,1,1,51.816
Seaview Trail,Tilden Regional Park,United States,Orinda Village,California,58,2,37.8814,-122.223,8690.44,-842150451,-842150451,6208,2,1,1,350.825
Serpentine Trail,Edgewood Park and Nature Preserve,United States,Redwood City,California,50,2,37.474,-122.278,6437.36,-842150451,-842150451,6464,2,2,1,207.874
Corona Heights Trail,Corona Heights Park,United States,San Francisco,California,36,1,37.7644,-122.439,1287.47,-842150451,-842150451,6208,2,2,1,42.9768
Marincello Miwok and Old Springs Loop Trail,,United States,Tamalpais-Homestead Valley,California,21,2,37.8605,-122.535,5793.62,-842150451,-842150451,6208,2,2,1,247.802
Mission Peak Loop from Stanford Avenue Staging Area,Mission Peak Regional Preserve,United States,Warm Springs District,California,1465,3,37.5044,-121.908,9334.17,-842150451,-842150451,6208,2,2,3,650.748
Alum Rock South Rim Trail ,Alum Rock Park,United States,San Jose,California,240,2,37.3971,-121.8,6920.16,-842150451,-842150451,6224,2,2,1,234.696
Rancho San Vicente Extended Loop,Rancho San Vicente Open Space Preserve,United States,San Jose,California,16,2,37.1936,-121.807,18185.5,-842150451,-842150451,6216,2,2,1,383.743
Gaviota Trail to Mendoza Trail Loop,Coyote Lake Harvey Bear Ranch County Park,United States,Gilroy,California,8,1,37.0801,-121.531,12713.8,-842150451,-842150451,2112,2,2,1,343.814
Razorback Ridge Trail,Windy Hill Open Space,United States,Portola Valley,California,3,2,37.3477,-122.231,7724.83,-842150451,-842150451,6208,0,1,1,371.856
French Trail via Redwood Gate,Redwood Regional Park,United States,Valle Vista,California,53,2,37.8074,-122.15,11748.2,-842150451,-842150451,2304,2,2,1,371.856
North Rim Trail to Eagle Rock,Alum Rock Park,United States,San Jose,California,51,1,37.3975,-121.8,3057.75,-842150451,-842150451,6208,2,1,1,92.964
Golden Spike Bridle Trail French Trail West Ridge Trail Loop,Redwood Regional Park,United States,Leona Heights,California,83,2,37.8059,-122.165,13035.7,-842150451,-842150451,6400,2,2,1,474.878
Heritage Grove Loop Trail,Sam Mcdonald County Park,United States,La Honda,California,37,1,37.2966,-122.266,6437.36,-842150451,-842150451,6464,2,2,1,270.967
Spring Ridge Trail,Windy Hill Open Space,United States,Redwood City,California,40,2,37.375,-122.224,7724.83,-842150451,-842150451,2048,2,1,1,381.914
Monterey Bay Coastal Trail,Lovers Point Park,United States,Monterey,California,27,1,36.6095,-121.896,11104.4,-842150451,-842150451,2115,2,1,1,55.7784
Monterey Bay Coastal Trail,,United States,Marina,California,20,2,36.7223,-121.788,22852.6,-842150451,-842150451,6145,2,3,1,168.859
Secret Valley Loop,Mount Diablo State Park,United States,Walnut Creek,California,47,2,37.8626,-121.979,9656.04,-842150451,-842150451,6208,2,2,1,390.754
Middle Ridge Trail,Henry W. Coe State Park,United States,Morgan Hill,California,38,3,37.1879,-121.546,14484.1,-842150451,-842150451,6504,0,2,1,776.935
Tiburon Waterfront,Blackies Pasture Park,United States,Belvedere-Tiburon,California,36,1,37.8962,-122.49,9173.24,-842150451,-842150451,2049,2,1,1,25.908
Oakwood Valley Road,Golden Gate National Recreation Area,United States,Mill Valley,California,14,2,37.8698,-122.528,4345.22,-842150451,-842150451,0,2,1,1,177.698
Candlestick Point,Candlestick Point State Recreation Area,United States,San Francisco,California,11,1,37.7094,-122.381,2574.94,-842150451,-842150451,2048,2,2,1,7.9248
Englesman Loop Trail,Wilder Ranch State Park,United States,Santa Cruz,California,20,2,36.9629,-122.085,6437.36,-842150451,-842150451,6400,0,2,1,156.972
Sunset Trail to Mount Livermore,Angel Island State Park,United States,Belvedere-Tiburon,California,21,1,37.8648,-122.433,7402.96,-842150451,-842150451,2113,2,2,1,199.949
Mitchell Canyon Road to Eagle Peak,Mount Diablo State Park,United States,Clayton,California,63,3,37.9194,-121.942,11909.1,-842150451,-842150451,2048,0,2,1,656.844
West Ridge Tres Sendas Stream Trail Prince Trail and East Ridge,Redwood Regional Park,United States,Oakland,California,28,2,37.8319,-122.185,6115.49,-842150451,-842150451,2368,2,2,1,204.826
Gilson Gap Loop Trail,Toro County Park,United States,Salinas,California,11,2,36.5932,-121.692,6920.16,-842150451,-842150451,6144,2,2,1,227.99
Lower Meadow High Meadow Upper Wildcat and PG&E Trail Loop,Rancho San Antonio County Park,United States,The Highlands,California,12,3,37.3299,-122.085,10299.8,-842150451,-842150451,320,0,2,1,319.735
Coastal Trail,,United States,Half Moon Bay,California,63,1,37.439,-122.443,5632.69,-842150451,-842150451,6209,2,1,1,64.9224
Del Amigo Trail to Eugene O'Neil National Historic Site,Las Trampas Regional Park,United States,Alamo,California,40,2,37.8204,-122.019,3218.68,-842150451,-842150451,6144,2,2,1,124.968
Clark Boas Trail Loop,Wildcat Canyon Regional Park,United States,El Sobrante,California,17,3,37.9626,-122.302,8368.57,-842150451,-842150451,2112,2,2,1,339.852
Old Pinnacles Trail Loop,Pinnacles National Park,United States,Soledad,California,124,2,36.4918,-121.21,15288.7,-842150451,-842150451,6208,0,2,1,527.914
Black Phoebe Whipsnake and Windmill Trail Loop,Fernandez Ranch,United States,Hercules,California,22,2,37.999,-122.205,6759.23,-842150451,-842150451,6144,2,2,1,209.702
Natural Bridges to Lighthouse Field Loop,Natural Bridges State Park,United States,Santa Cruz,California,65,1,36.9522,-122.057,8207.63,-842150451,-842150451,6209,2,2,1,33.8328
Richards Fire Road,Huddart Park,United States,Redwood City,California,15,1,37.4305,-122.313,5632.69,-842150451,-842150451,0,2,2,1,227.99
San Pedro Peninsula Shoreline Trail,China Camp State Park,United States,San Rafael,California,6,2,37.9968,-122.456,14162.2,-842150451,-842150451,6145,0,1,1,220.98
Graham Hill and Powder Mill Trail Loop ,Henry Cowell Redwoods State Park,United States,Scotts Valley,California,41,2,37.0316,-122.042,6759.23,-842150451,-842150451,6464,2,2,1,251.765
Marina Green,Marina Green,United States,San Francisco,California,22,1,37.8052,-122.434,1770.27,-842150451,-842150451,2051,2,2,1,0.9144
Prospect #3 to Mine Hill Trail Loop,Almaden Quicksilver County Park,United States,New Almaden,California,16,3,37.193,-121.837,10943.5,-842150451,-842150451,2304,2,2,1,429.768
Los Gatos Creek Trail to Saint Josephs Hill ,St. Joseph's Hill Open Space Preserve,United States,Los Gatos,California,11,2,37.2212,-121.982,9816.97,-842150451,-842150451,6408,2,2,1,299.923
Redfern Pond from Hunting Hollow Trail,Henry W. Coe State Park,United States,Gilroy,California,5,2,37.0758,-121.467,11748.2,-842150451,-842150451,6464,0,2,1,415.747
Sand Point Overlook Via West Ridge Loop,The Forest of Nisene Marks State Park,United States,Aptos,California,2,2,37.0008,-121.906,21887,-842150451,-842150451,296,0,2,1,720.852
Sausal Pond Loop,Windy Hill Open Space,United States,Portola Valley,California,8,1,37.3762,-122.223,2574.94,-842150451,-842150451,4416,2,2,1,71.9328
Cooley Landing Trail,Byxbee Recreation Area,United States,Palo Alto,California,8,1,37.4589,-122.105,5149.89,-842150451,-842150451,6144,2,2,1,6.7056
Presidio Promenade Trail,Presidio of San Francisco,United States,San Francisco,California,59,2,37.7967,-122.448,7242.03,-842150451,-842150451,2048,2,2,1,128.93
Hamms Gulch Eagle Trail and Lost Trail Loop,Windy Hill Open Space,United States,Portola Valley,California,36,2,37.3616,-122.247,12231,-842150451,-842150451,6400,2,2,1,463.906
Horseshoe Lake - Alpine Pond - Borel Hill,Skyline Ridge Open Space Preserve,United States,Los Altos,California,14,2,37.3122,-122.177,9816.97,-842150451,-842150451,6472,2,2,1,328.879
Hazelnut Trail,San Pedro Valley County Park,United States,Pacifica,California,105,2,37.5789,-122.475,6759.23,-842150451,-842150451,2048,0,2,1,269.748
Golden Gate Park Perimeter Loop,Golden Gate Park,United States,San Francisco,California,8,2,37.7701,-122.511,11748.2,-842150451,-842150451,4425,2,2,1,123.749
Avenue of the Noble Giants,Joseph D Grant County Park,United States,Mount Hamilton,California,41,2,37.3425,-121.716,17059,-842150451,-842150451,2112,2,1,1,615.696
San Francisco Bay Trail: Emeryville to Berkeley,,United States,Berkeley,California,27,1,37.8391,-122.301,15771.5,-842150451,-842150451,2048,2,3,1,32.9184
Mine Hill and Deep Gulch Loop,Almaden Quicksilver County Park,United States,New Almaden,California,17,1,37.174,-121.825,5310.82,-842150451,-842150451,2048,2,2,1,280.721
West Side Loop to Brushy Peak and Laughlin Loop Trail,Brushy Peak Regional Preserve,United States,Livermore,California,11,2,37.7469,-121.708,10299.8,-842150451,-842150451,6152,2,2,1,389.839
Jack's Peak Coffeeberry Lower Ridge and Pine Trail Loop,Jacks Peak County Park,United States,Carmel by the Sea,California,19,2,36.5641,-121.874,3862.42,-842150451,-842150451,6400,2,2,1,129.845
Briones Peak Via Alahambra Creek and Briones Crest Trails,Briones Regional Park,United States,Reliez Valley,California,19,2,37.9565,-122.124,8690.44,-842150451,-842150451,2048,2,1,1,343.814
Loma Prieta and Bridge Loop Trail,The Forest of Nisene Marks State Park,United States,Aptos,California,71,2,36.9858,-121.904,18024.6,-842150451,-842150451,6512,0,2,1,373.99
PG&E Trail Wildcat Trail and Coyote Trail Loop,Rancho San Antonio County Park,United States,The Highlands,California,25,2,37.3297,-122.085,6437.36,-842150451,-842150451,6400,2,2,1,260.909
Old Finley Road Loop,Mount Diablo State Park,United States,Pleasanton,California,15,2,37.8232,-121.855,11587.2,-842150451,-842150451,6464,0,2,1,521.818
Coyote Lake County Park Campgrounds Trail,Coyote Lake Harvey Bear Ranch County Park,United States,Gilroy,California,22,2,37.0804,-121.531,16415.3,-842150451,-842150451,6472,2,2,1,342.9
Cogswell Marsh Trail,Hayward Regional Shoreline,United States,Hayward,California,18,1,37.6473,-122.145,9495.11,-842150451,-842150451,2112,2,2,1,12.8016
Tolman Peak Trail,Dry Creek Pioneer Regional Park,United States,Union City,California,49,2,37.6108,-122.018,8529.5,-842150451,-842150451,6208,2,2,1,305.714
Earl Moser Trail Loop,Jacks Peak County Park,United States,Monterey,California,9,2,36.5624,-121.858,2896.81,-842150451,-842150451,6464,2,2,1,93.8784
High Ridge Loop Trail,Dry Creek Pioneer Regional Park,United States,Hayward,California,143,3,37.6075,-122.018,9012.3,-842150451,-842150451,6208,2,2,1,367.894
Año Nuevo-Goat Hill-Butano Creek,Butano State Park,United States,Pescadero,California,13,2,37.2013,-122.339,7402.96,-842150451,-842150451,6416,2,2,1,304.8
Butano Ridge Loop Trail,Pescadero Creek County Park,United States,Loma Mar,California,9,2,37.2739,-122.285,26715,-842150451,-842150451,6464,0,2,1,1017.73
Shell Ridge - Borgess Ranch Loop,Shell Ridge Open Space,United States,Walnut Creek,California,77,2,37.9015,-122.032,7563.9,-842150451,-842150451,6144,2,2,1,208.788
McGregor George and East Shore Trail,Lake Chabot Regional Park,United States,Castro Valley,California,13,2,37.7141,-122.099,4988.95,-842150451,-842150451,2048,2,1,1,108.814
Shepherd Canyon Trail,Shepherd Canyon Park,United States,Oakland,California,18,1,37.8296,-122.211,4988.95,-842150451,-842150451,6400,2,1,1,73.7616
Glen Canyon Park Trail,Glen Canyon Park,United States,San Francisco,California,97,1,37.7442,-122.44,3057.75,-842150451,-842150451,6400,2,2,1,92.964
Rodeo Valley Loop Via Coastal and SCA Trails,Golden Gate National Recreation Area,United States,Sausalito,California,24,3,37.8323,-122.482,11909.1,-842150451,-842150451,6208,2,2,1,463.906
Palos Colorados Sequoia Bayview Loop Trail,Joaquin Miller Park,United States,Dimond District,California,37,1,37.8157,-122.202,4667.09,-842150451,-842150451,2368,2,2,1,247.802
Fifield-Cahill Ridge Trail Exploration,,United States,San Bruno,California,3,2,37.6301,-122.462,20921.4,-842150451,-842150451,6464,0,3,1,561.746
Pickleweed Trail,Martinez Regional Shoreline,United States,Martinez,California,13,1,38.0205,-122.141,2253.08,-842150451,-842150451,2049,2,1,1,2.7432
Bollinger Creek Loop,Las Trampas Regional Park,United States,San Ramon,California,5,2,37.8162,-122.05,2414.01,-842150451,-842150451,6464,0,2,1,76.8096
China Clipper Spur and Cordgrass Jetty Trail,Point Pinole Regional Park,United States,Richmond,California,8,1,37.979,-122.371,3540.55,-842150451,-842150451,6144,0,1,1,1.8288
Juniper to Eagle Peak to Summit Loop,Mount Diablo State Park,United States,Clayton,California,18,3,37.8768,-121.931,14162.2,-842150451,-842150451,6144,0,2,1,874.776
Summit Trail from South Gate,Mount Diablo State Park,United States,Diablo,California,14,3,37.844,-121.949,17541.8,-842150451,-842150451,2240,0,1,1,974.75
Powder Mill Trail,Henry Cowell Redwoods State Park,United States,Santa Cruz,California,7,2,37.012,-122.054,12391.9,-842150451,-842150451,6400,0,2,1,323.698
Purisma Creek Trail to Bald Knob Trail Loop,Purisima Creek Redwoods Open Space Preserve,United States,Grabtown,California,3,3,37.4372,-122.37,15449.7,-842150451,-842150451,2368,0,2,1,794.918
Blackstone Canyon Trail and Queenstone Fire Road,Marinwood Open Space,United States,San Rafael,California,32,3,38.0343,-122.55,14484.1,-842150451,-842150451,2112,2,1,1,995.782
San Andreas Trail to Peterson Memorial Trail,Sanborn County Park,United States,Saratoga,California,34,2,37.2351,-122.064,6759.23,-842150451,-842150451,2048,2,2,1,390.754
The Preserve Trail,,United States,Pleasanton,California,33,2,37.6877,-121.934,2092.14,-842150451,-842150451,2048,2,2,1,73.7616
Canyon Goat Hill Trail Loop,Butano State Park,United States,Pescadero,California,71,2,37.2017,-122.339,14645,-842150451,-842150451,6464,0,2,1,583.997
Corduroy Hills,Las Trampas Regional Park,United States,Danville,California,40,3,37.8158,-122.05,9495.11,-842150451,-842150451,6464,2,2,1,591.922
Raymundo Trail,Phleger Estate,United States,Redwood City,California,17,2,37.434,-122.316,8046.7,-842150451,-842150451,6464,2,2,1,422.758
Stream Trail to Tres Sendas Starflower and French-West Ridge,Redwood Regional Park,United States,Canyon,California,40,2,37.8316,-122.185,6759.23,-842150451,-842150451,2368,2,2,1,286.817
Iverson and Sequoia Nature Loop Trail,Portola Redwoods State Park,United States,La Honda,California,11,1,37.253,-122.219,1770.27,-842150451,-842150451,4384,2,2,1,48.768
Upper Crystal Springs Reservoir,San Francisco Peninsula Watershed,United States,San Carlos,California,16,1,37.5063,-122.341,4667.09,-842150451,-842150451,4104,2,1,1,64.9224
Grant Ranch and Antler Point Extended Loop,Joseph D Grant County Park,United States,Mount Hamilton,California,14,3,37.3423,-121.715,25427.6,-842150451,-842150451,2056,2,2,1,824.789
Sunol Wilderness to Mission Peak,Sunol Regional Wilderness,United States,Sunol,California,36,3,37.516,-121.833,16576.2,-842150451,-842150451,6208,2,1,1,673.913
Sunset Sequoia Bay View and Chaparral Trail Loop,Joaquin Miller Park,United States,Oakland,California,10,1,37.8105,-122.185,4828.02,-842150451,-842150451,320,2,2,1,128.93
Perimeter Loop Hike,Joseph D Grant County Park,United States,Mount Hamilton,California,4,3,37.3421,-121.716,38463.2,-842150451,-842150451,6216,2,2,1,1421.89
Old Cañon Trail,Dimond Park,United States,Dimond District,California,14,2,37.8091,-122.216,2253.08,-842150451,-842150451,2352,2,2,1,51.816
Round Top Trail Loop,Robert Sibley Volcanic Regional Preserve,United States,Canyon,California,68,1,37.8478,-122.199,2735.88,-842150451,-842150451,6400,2,2,1,74.9808
Briones Regional Park Loop from Bear Creek Trail Head,Briones Regional Park,United States,Lafayette,California,27,2,37.9273,-122.156,10621.6,-842150451,-842150451,6464,2,2,1,355.702
Nortonville and Black Diamond Loop,Black Diamond Mines Regional Park,United States,Antioch,California,25,3,37.9583,-121.863,9173.24,-842150451,-842150451,2244,2,2,1,418.795
Sylvan Loop Trail,Edgewood Park and Nature Preserve,United States,Redwood City,California,28,1,37.4731,-122.278,3701.48,-842150451,-842150451,6464,2,2,1,145.999
Los Cerritos Trail,Calero County Park,United States,Morgan Hill,California,45,3,37.1747,-121.761,5793.62,-842150451,-842150451,6208,2,2,1,199.949
Dipsea Trail from Mill Valley Trailhead,Muir Woods National Monument,United States,Mill Valley,California,16,2,37.9043,-122.553,10460.7,-842150451,-842150451,6417,0,3,1,581.863
Coyote Stone Corral Volvon Trail Loop,Morgan Territory Regional Preserve,United States,Brentwood,California,42,1,37.8184,-121.796,7563.9,-842150451,-842150451,6400,2,2,1,219.761
Tres Sendas to Stream Trail Loop,Redwood Regional Park,United States,Oakland,California,7,2,37.8216,-122.187,4667.09,-842150451,-842150451,2304,2,2,1,165.811
Kings Mountain - Skyline Boulevard - Canada Road Loop,Wunderlich County Park,United States,Redwood City,California,13,3,37.4103,-122.261,34278.9,-842150451,-842150451,6464,0,2,1,1295.7
Camino Alto Fire Road - Alto Bowl,Camino Alto Open Space Preserve,United States,Mill Valley,California,12,2,37.9095,-122.53,4023.35,-842150451,-842150451,6208,2,1,1,50.9016
Blue Oak Trail,Briones Regional Park,United States,Reliez Valley,California,19,2,37.9394,-122.101,4506.15,-842150451,-842150451,0,2,2,1,259.994
Saratoga Gap Long Ridge Loop Trail,Long Ridge Open Space Preserve,United States,Los Gatos,California,99,2,37.2579,-122.123,15771.5,-842150451,-842150451,6176,0,2,1,543.763
Redwoods Reborn - Fall Creek,Henry Cowell Redwoods State Park,United States,Santa Cruz,California,48,2,37.0702,-122.124,12070,-842150451,-842150451,272,0,2,1,518.77
El Cerrito Foundation Memorial Grove Trail,Hillside Nature Area,United States,El Cerrito,California,12,2,37.9186,-122.301,2092.14,-842150451,-842150451,6208,2,2,1,102.718
Edwards Loop Sky Trail,Crockett Hills Regional Park,United States,Crockett,California,73,2,38.0469,-122.221,9977.91,-842150451,-842150451,6464,2,2,1,289.865
Morning Sun Trail to Hawk Camp,Golden Gate National Recreation Area,United States,Sausalito,California,11,2,37.8529,-122.493,5793.62,-842150451,-842150451,2305,0,1,1,262.738
Shell Ridge via Livorna Road,Shell Ridge Open Space,United States,Alamo,California,7,2,37.8705,-122.01,13196.6,-842150451,-842150451,6208,2,2,1,471.83
Hostel Loop Trail,Hidden Villa,United States,Los Altos Hills,California,16,1,37.3502,-122.161,3218.68,-842150451,-842150451,6400,2,2,1,190.805
Sierra Azul Open Space Preserve Loop,Sierra Azul Open Space Preserve,United States,San Jose,California,15,2,37.1754,-121.864,29129.1,-842150451,-842150451,6400,2,2,1,1176.83
Grass Valley/ Brandon Trail Loop,Lake Chabot Regional Park,United States,Oakland,California,6,2,37.7776,-122.126,4667.09,-842150451,-842150451,256,2,2,1,58.8264
Harkins Ridge Trail,Purisima Creek Redwoods Open Space Preserve,United States,Grabtown,California,60,2,37.4502,-122.339,10621.6,-842150451,-842150451,6400,0,2,1,531.876
Point Isabel Shoreline & Dog Park,Point Isabel Regional Shoreline,United States,Richmond,California,26,1,37.899,-122.324,3218.68,-842150451,-842150451,2113,2,2,1,5.7912
Miller/Knox Regional Shoreline Trail,Miller/Knox Regional Shoreline,United States,Richmond,California,28,1,37.9179,-122.385,2896.81,-842150451,-842150451,6473,2,2,1,10.9728
Lake Chabot: West Shore Bass Cove  Columbine Honker Bay East Shore Loop,Lake Chabot Regional Park,United States,San Leandro,California,473,2,37.716,-122.103,13518.5,-842150451,-842150451,2376,2,2,2,254.813
Mavericks Cliffs Trail and Pier,Pillar Point Bluff,United States,Half Moon Bay,California,68,1,37.5019,-122.497,5954.56,-842150451,-842150451,6209,2,2,1,78.9432
Round Top Volcanic and Bay Area Ridge Trail Loop,Robert Sibley Volcanic Regional Preserve,United States,Canyon,California,5,1,37.848,-122.199,3379.61,-842150451,-842150451,6144,0,2,1,144.78
Pedro Point Headlands Trail,Pedro Point Headlands,United States,Pacifica,California,133,2,37.5849,-122.508,3862.42,-842150451,-842150451,6208,2,2,1,185.928
Albany Bulb,,United States,Albany,California,24,1,37.8894,-122.315,3057.75,-842150451,-842150451,2113,2,2,1,7.9248
Four Mile Beach,Wilder Ranch State Park,United States,Santa Cruz,California,9,1,36.9701,-122.119,1931.21,-842150451,-842150451,2049,2,1,1,25.908
San Leandro Bay Trail,Martin Luther King Jr Regional Shoreline,United States,Oakland,California,10,1,37.7615,-122.223,10299.8,-842150451,-842150451,6145,2,1,1,13.716
